predicate;question
http://dbpedia.org/ontology/writer;what movie was written by martin flavin
http://dbpedia.org/ontology/cinematography;who did the cinematography for the film war horse
http://purl.org/linguistics/gold/hypernym;What is an album by the jimi hendrix experience?
http://dbpedia.org/ontology/genre;what kind of album is hephaestus?
http://dbpedia.org/ontology/genre;what is the name of an action Australian tv show
http://dbpedia.org/ontology/director;danny devito  was the director for what film
http://dbpedia.org/ontology/birthPlace;what is luiz fernando carvalho's home country
http://dbpedia.org/ontology/position;who is a man that plays as a  relief pitcher
http://dbpedia.org/ontology/position;which baseball position is ed abbaticchio charged of
http://dbpedia.org/ontology/timeZone;what place is located in the mountain time zone?
http://dbpedia.org/ontology/deathPlace;where did otto huber die
http://dbpedia.org/ontology/type;what types of school is south plantation high school
http://dbpedia.org/ontology/cinematography;which movie was created by ashok mehta
http://dbpedia.org/ontology/isPartOf;Where is cinco?
http://dbpedia.org/ontology/type;What type of university is universiti pendidikan sultan idris?
http://dbpedia.org/ontology/recordLabel;What is one artist who has recorded under polydor records?
http://dbpedia.org/ontology/birthPlace;who was born in kingston upon hull
http://dbpedia.org/ontology/recordLabel;which artist records under  capitol records
http://xmlns.com/foaf/0.1/gender;what is michael jahn's gender?
http://dbpedia.org/ontology/creator;What's a tv show created by genndy tartakovsky
http://dbpedia.org/ontology/genre;What is the name of a maze video game
http://dbpedia.org/ontology/director;what is a film directed by stephan elliott
http://dbpedia.org/ontology/birthPlace;which city was diego hernan morales born
http://purl.org/linguistics/gold/hypernym;what is jerry mertens typically known as
http://dbpedia.org/ontology/recordLabel;who is signed with rca?
http://xmlns.com/foaf/0.1/gender;WHat is zaki rostom's gender
http://dbpedia.org/ontology/hometown;What city is john lawry from?
http://dbpedia.org/ontology/artist;What is the name of a paula abdul album?
http://dbpedia.org/ontology/birthPlace;where in the united states was irving gertz born?
http://dbpedia.org/ontology/country;which country does nara women's university belong to
http://dbpedia.org/ontology/industry;in what industry is the mutant enemy productions a part of
http://dbpedia.org/ontology/genre;what genre of music is tim rogers
http://dbpedia.org/ontology/author;what written work did robin hobb author
http://dbpedia.org/ontology/deathCause;which politcian's cause of death was assassination
http://dbpedia.org/ontology/spokenIn;What is the main country where karen, pwo eastern language is spoken?
http://dbpedia.org/ontology/creator;who created idols west africa?
http://purl.org/linguistics/gold/hypernym;Which type of composition is dancing crazy
http://dbpedia.org/ontology/hometown;What city is rauf hajiyev from?
http://dbpedia.org/ontology/location;Where is the amasa farrier house located in the United States
http://dbpedia.org/ontology/instrument;who plays bass guitar?
http://dbpedia.org/ontology/isPartOf;What is a city in the united states
http://dbpedia.org/ontology/language;what language do the romanichal speak?
http://dbpedia.org/ontology/instrument;what instrument does  adam thorn play
http://purl.org/linguistics/gold/hypernym;what is j. j. mccarthy's profession
http://dbpedia.org/ontology/broadcastArea;what area does kfxj serve
http://purl.org/linguistics/gold/hypernym;which asteroid was discovered in 1985
http://dbpedia.org/property/position;What position did ed bradley used to play?
http://xmlns.com/foaf/0.1/gender;What is the gender of marilyn hacker
http://dbpedia.org/ontology/genre;What genre of music does jessie baker produce
http://dbpedia.org/ontology/birthPlace;where is anatoliy vlasichev from
http://dbpedia.org/ontology/religion;what church does jim davis attend
http://purl.org/linguistics/gold/hypernym;What is John Orsino's profession?
http://purl.org/linguistics/gold/hypernym;What is zhang hongbao's profession?
http://dbpedia.org/ontology/position;which soccer position does salvador breglia play
http://dbpedia.org/ontology/developer;what game was developed by ea tiburon?
http://purl.org/linguistics/gold/hypernym;what kinds of book is the fifth discipline
http://dbpedia.org/ontology/genre;which rock music album was released in 2005?
http://dbpedia.org/ontology/type;What school in Massachusetts is a public school (government funded)?
http://dbpedia.org/ontology/birthPlace;Where was adrian ucchino birthed
http://dbpedia.org/ontology/birthPlace;Where was payo enriquez de rivera born?
http://purl.org/linguistics/gold/hypernym;what is david heath known for?
http://dbpedia.org/ontology/hometown;where is the artist defunkt from
http://dbpedia.org/ontology/genre;What is the genre of music that phil chen falls under?
http://dbpedia.org/ontology/birthPlace;where was charles w. chesnutt given brith
http://xmlns.com/foaf/0.1/gender;What is rogers mckee's gender?
http://dbpedia.org/ontology/birthPlace;What writer was born in thailand?
http://dbpedia.org/ontology/timeZone;what time zone does emmitsburg, maryland affiliate with
http://dbpedia.org/ontology/deathCause;who died of lung cancer
http://xmlns.com/foaf/0.1/gender;What is the gender of michael perham
http://dbpedia.org/ontology/director;what films has dave fleischer directed
http://dbpedia.org/ontology/deathCause;how did charles ruggles die?
http://dbpedia.org/ontology/genre;what sort of album is movin' wes
http://dbpedia.org/ontology/genre;what are blues albums
http://dbpedia.org/ontology/publisher;who is the main publisher of rescue on fractalus!?
http://dbpedia.org/ontology/genre;what artists perform glitch?
http://dbpedia.org/ontology/musicComposer;What movie did paul sawtell provide music for
http://dbpedia.org/ontology/director;who directed the film ninaithale inikkum
http://dbpedia.org/ontology/birthPlace;which known professional football player was born in  dublin
http://xmlns.com/foaf/0.1/gender;is ottavio piccolomini male or female
http://purl.org/linguistics/gold/hypernym;what is Ya Tian  Yin Ci Lang  most well known for
http://dbpedia.org/ontology/isPartOf;what country is antioch in
http://dbpedia.org/ontology/nationality;which nationality is virginia lanier
http://dbpedia.org/ontology/genre;what genre is bellzlleb
http://purl.org/linguistics/gold/hypernym;why is david parry a notable person
http://dbpedia.org/ontology/genre;what is a fighting game title
http://dbpedia.org/ontology/instrument;what instrument does sam rivers play
http://dbpedia.org/ontology/genre;What genre of music is na posletku...?
http://dbpedia.org/ontology/literaryGenre;What genre is the book weaver from
http://dbpedia.org/ontology/birthPlace;who was born in jersey city
http://dbpedia.org/ontology/position;what hockey player is a centerman
http://dbpedia.org/ontology/isPartOf;What state is clifton hill in
http://purl.org/linguistics/gold/hypernym;What is maryland army national guard a notable type of
http://xmlns.com/foaf/0.1/gender;What is the gender of dermod o'brien?
http://purl.org/linguistics/gold/hypernym;what is let's go scare al
http://dbpedia.org/ontology/genre;what kind of music does astroline make?
http://dbpedia.org/ontology/language;which dialect of cantonese is spoken in corner the con man?
http://purl.org/linguistics/gold/hypernym;what type of show is on the record w/ greta van susteren
http://dbpedia.org/ontology/language;which language was spoken throughout the film  venghai
http://dbpedia.org/ontology/hometown;Where is humanifesto from?
http://dbpedia.org/ontology/birthPlace;Where was sam steiger born?
http://dbpedia.org/ontology/timeZone;what is a location within the north american central time zone
http://dbpedia.org/ontology/timeZone;what time zone is horntown in
http://dbpedia.org/ontology/isPartOf;what census-designation is located in newton county
http://purl.org/linguistics/gold/hypernym;what is peter avery known for being
http://dbpedia.org/ontology/deathPlace;Which city was serge marquand in when he died
http://dbpedia.org/ontology/genre;What type of music is on the born this way album
http://dbpedia.org/ontology/mountainRange;what mountain is in the mountain range allegheny mountains mountain range?
http://dbpedia.org/ontology/deathPlace;where was the death place of bhadriraju krishnamurti
http://dbpedia.org/ontology/deathPlace;Where was clementine churchill when they died
http://dbpedia.org/ontology/writer;who provided the story for the film priyadarshan?
http://dbpedia.org/ontology/birthPlace;Where was kharkiv born?
http://dbpedia.org/ontology/director;who was the director for the day after tomorrow
http://dbpedia.org/ontology/position;what position does mike card play
http://dbpedia.org/ontology/cinematography;which film did robert fraisse work on
http://dbpedia.org/ontology/genre;what genre is the album ceremonial
http://dbpedia.org/ontology/genre;what kind of music does kelly sweet play
http://dbpedia.org/ontology/genre;what kinds of music is played by scott murawski
http://dbpedia.org/ontology/artist;What's an album by reel big fish
http://dbpedia.org/ontology/recordLabel;what label is la roux signed to
http://dbpedia.org/ontology/recordLabel;who is signed with def jam recordings
http://dbpedia.org/ontology/birthPlace;Where was jimmy melia born?
http://xmlns.com/foaf/0.1/gender;Is the sex of philipp bertkau female or male?
http://dbpedia.org/ontology/genre;what type of videogame is gregory horror show
http://dbpedia.org/ontology/genre;What is the genre of music by neil mitchell
http://dbpedia.org/ontology/birthPlace;Where was hiroki takahashi born
http://dbpedia.org/ontology/type;What is the album content type of en pieces detachees
http://xmlns.com/foaf/0.1/gender;What is the gender of anne-marie albiach
http://dbpedia.org/ontology/position;who played pitcher for the philadelphia athletics baseball team?
http://dbpedia.org/ontology/genre; the fray is known for making what kind of music
http://purl.org/linguistics/gold/hypernym;what is deepak tripathi known for
http://purl.org/linguistics/gold/hypernym;What is Max Gulstorff profession?
http://dbpedia.org/ontology/recordLabel;what label is do me bad things signed to
http://dbpedia.org/ontology/language;What is an example of an anime film?
http://dbpedia.org/ontology/director;which 1958 film did richard carlson (actor) directed?
http://purl.org/linguistics/gold/hypernym;how does claude de givray make a living
http://dbpedia.org/ontology/director;which movie did jonathan kaplan direct
http://dbpedia.org/ontology/language;What language is spoken in betrayal
http://dbpedia.org/ontology/genre;What kind of music does mcbusted make
http://dbpedia.org/ontology/genre;what kind of musical album was the godfather
http://dbpedia.org/ontology/architecturalStyle;what style of home is the holmes-shannon house
http://dbpedia.org/ontology/hometown;where did thisgirl's career begin?
http://dbpedia.org/ontology/director;who directed wild target
http://dbpedia.org/ontology/timeZone;what location is in the north american central time zone?
http://dbpedia.org/ontology/hometown;where is david celia from?
http://purl.org/linguistics/gold/hypernym;What is the profession of Bert Archer?
http://dbpedia.org/ontology/genre;what genre is bonnie raitt
http://dbpedia.org/ontology/birthPlace;where in africa was abebe aregai born?
http://dbpedia.org/ontology/genre;what is an example of a country album
http://dbpedia.org/ontology/country;Where is capranica, lazio
http://xmlns.com/foaf/0.1/gender;What gender is ethel anderson?
http://dbpedia.org/property/modes;what is a multiplayer game released in 2008?
http://dbpedia.org/ontology/genre;what type of music is rhapsody originals
http://dbpedia.org/ontology/literaryGenre;which book is history
http://dbpedia.org/ontology/isPartOf;Name a tributary in covasna county.
http://dbpedia.org/ontology/position;which position does eric wright play
http://dbpedia.org/property/modes;what gameplay mode is dream match tennis
http://dbpedia.org/ontology/parent;Who was kesang choden wangchuck's father?
http://dbpedia.org/ontology/writer;who wrote the film 7 khoon maaf?
http://dbpedia.org/ontology/recordLabel;Which label is hutch on?
http://dbpedia.org/ontology/genre;who was an artist for the genre dance music
http://dbpedia.org/ontology/birthPlace;which US city was paul horn born in
http://dbpedia.org/ontology/writer;what's one of the songs that gene maclellan composed
http://dbpedia.org/ontology/genre;What genre of music does buju and friends make?
http://dbpedia.org/ontology/isPartOf;Where is kekoskee located in?
http://dbpedia.org/ontology/architecturalStyle;What is an example of gothic architecture?
http://purl.org/linguistics/gold/hypernym;what does juanita bynum do for a living
http://dbpedia.org/ontology/artist;What is an album made by vixen
http://dbpedia.org/ontology/nationality;What is Peter Austin's nationality?
http://dbpedia.org/ontology/type;what types of school is university of zulia
http://xmlns.com/foaf/0.1/gender;What is adolf maislinger's gender?
http://dbpedia.org/ontology/battle;what battle did joseph e. johnston participate in
http://purl.org/linguistics/gold/hypernym;What kind of space object is 51825 davidbrown
http://dbpedia.org/ontology/birthPlace;what is the name of a actor born in new york
http://xmlns.com/foaf/0.1/gender;What is the gender of kelly schumacher
http://dbpedia.org/ontology/genre;what types of music is played by psapp
http://dbpedia.org/ontology/birthPlace;what was wilhelm bendow's place of birth
http://dbpedia.org/ontology/writer;billy bragg wrote the lyrics for what song?
http://purl.org/linguistics/gold/hypernym;how was new bottle old wine released in stores
http://dbpedia.org/ontology/creator;who created the character named  spyder
http://dbpedia.org/ontology/writer;To what film story did james wan contribute?
http://dbpedia.org/ontology/recordLabel;What label is mgi affiliated with?
http://dbpedia.org/ontology/restingPlace;Who is interred at the arlington national cemetary?
http://dbpedia.org/ontology/genre;What type of music does robin mark create
http://dbpedia.org/ontology/genre;what kind of music is played at proxima estacion: esperanza
http://xmlns.com/foaf/0.1/gender;which gender is reginald ellingworth
http://dbpedia.org/ontology/isPartOf;what is located in florida?
http://dbpedia.org/ontology/artist;Name an album written by the adolescents
http://dbpedia.org/ontology/deathPlace;what was the place of death of victor a. gangelin
http://dbpedia.org/ontology/author;what book is by margit sandemo?
http://dbpedia.org/ontology/deathPlace;which city did jonathan bates pass away in
http://dbpedia.org/ontology/genre;who is a japanese composer famous for instrumental rock
http://dbpedia.org/ontology/developer;who developed the videogame snoopy flying ace
http://dbpedia.org/ontology/genre;What genre is loose screw
http://dbpedia.org/ontology/isPartOf;Where is mahaska located?
http://dbpedia.org/ontology/country;what country is weggis located in
http://dbpedia.org/ontology/birthPlace;what is the place of birth of muhammad younis butt
http://dbpedia.org/ontology/genre;What is the cvg genre of rise of the kasai?
http://dbpedia.org/ontology/producer;who produced  the little orphan
http://purl.org/linguistics/gold/hypernym;Name an actor.
http://dbpedia.org/ontology/genre;What is the name of a rock music album
http://dbpedia.org/ontology/genre;what kind of music is on sheila e.?
http://dbpedia.org/ontology/deathCause;which czech actress died from stomach cancer?
http://dbpedia.org/ontology/country;what country does samantha miss race in
http://dbpedia.org/ontology/genre;what style of music does dragonforce play?
http://dbpedia.org/ontology/cinematography;who was a coproducer of the trudell movie
http://dbpedia.org/ontology/position;What is vitalijs maksimenko position
http://dbpedia.org/ontology/genre;Name an artist in the progressive metal genre
http://dbpedia.org/ontology/genre;what kind of music genre is california guitar trio
http://dbpedia.org/ontology/country;Which country is the almaty province located in
http://dbpedia.org/property/modes;what is the gameplay mode is the italian job?
http://dbpedia.org/ontology/author;What is a work written by steven erikson
http://purl.org/linguistics/gold/hypernym;What is the profession of gunter baumann
http://dbpedia.org/ontology/birthPlace;Where was firat arslan birthed
http://dbpedia.org/ontology/birthPlace;what female was born in anambra state
http://dbpedia.org/ontology/literaryGenre;What genre of book is the naming of the dead
http://purl.org/linguistics/gold/hypernym;what is yorkeys knob, queensland
http://dbpedia.org/ontology/timeZone;in which time zone is jonestown located
http://dbpedia.org/ontology/timeZone;What is the name of a location in the pacific time zone
http://dbpedia.org/ontology/isPartOf;Where is north ridgeville located?
http://dbpedia.org/ontology/genre;What kind of show is family feud
http://purl.org/linguistics/gold/hypernym;which album was released by R.E.M
http://dbpedia.org/ontology/genre;What genre is roshana hosseini famous for?
http://dbpedia.org/ontology/birthPlace;Who is a famous novelist from provo, utah
http://dbpedia.org/ontology/location;Where is titisee located within
http://dbpedia.org/ontology/instrument;what instrument does rick kemp play
http://dbpedia.org/ontology/position;What position does footballer denver mukamba play?
http://dbpedia.org/ontology/writer;Who wrote the film 9 songs?
http://dbpedia.org/ontology/musicComposer;What movie did danny elfman provide music for?
http://dbpedia.org/ontology/recordLabel;what label does the artist  mishoshamara record under
http://purl.org/linguistics/gold/hypernym;What is the profession of Byron Humphrey?
http://purl.org/linguistics/gold/hypernym;what animal is alano a specific breed
http://dbpedia.org/ontology/birthPlace;what is the place of birth of eugene goossens, fils
http://dbpedia.org/ontology/producer;What's a movie that credits rufa mae quinto as a producer
http://dbpedia.org/ontology/place;Where did the battle of bhangani take place
http://purl.org/linguistics/gold/hypernym;What is an example of a asteroid?
http://dbpedia.org/ontology/producer;what film was produced by rubber johnny
http://dbpedia.org/ontology/recordLabel;what artist is featured on record label nuclear blast
http://dbpedia.org/ontology/genre;what type of music is the album the flood
http://dbpedia.org/ontology/parent;Who is a parent of mohammed zahir shah
http://dbpedia.org/ontology/artist;the artist known as matthew herbert has a track titled this.
http://dbpedia.org/ontology/director;which episodes of whitney did andy ackerman direct
http://dbpedia.org/ontology/country;What country does the madre de dios river run through
http://dbpedia.org/ontology/country;which countries did revolt of the barbarians premiere in
http://dbpedia.org/ontology/writer;who is the author of monsieur hulots holiday?
http://dbpedia.org/ontology/state;Where is penrhos college, perth
http://xmlns.com/foaf/0.1/gender;which gender is
http://dbpedia.org/ontology/industry;What is the name of a business-to-business company
http://dbpedia.org/ontology/deathPlace;where did jim kjelgaard die?
http://dbpedia.org/ontology/birthPlace;Where was dorothy kilgallen born
http://dbpedia.org/ontology/genre;what type of music  does bernadette seacrest sing
http://purl.org/linguistics/gold/hypernym;what is eduardo manzano's profession
http://dbpedia.org/ontology/birthPlace;who was born in weinheim
http://xmlns.com/foaf/0.1/gender;what is john alexander frasers gender
http://dbpedia.org/ontology/writer;what tv episode did david e. kelley write?
http://dbpedia.org/ontology/writer;Who was the lyricist on the song wild is the wind
http://purl.org/linguistics/gold/hypernym;what is june 12
http://purl.org/linguistics/gold/hypernym;who is an example of a male screenwriter
http://dbpedia.org/ontology/country;What country was three kingdoms: resurrection of the dragon based on?
http://dbpedia.org/ontology/position;What position does serkan Sahin play
http://dbpedia.org/ontology/genre;what music genre is k-klass
http://purl.org/linguistics/gold/hypernym;What is johann reinhold forster known for?
http://dbpedia.org/ontology/languageFamily;What family of languages is tibeto-burman languages in
http://dbpedia.org/ontology/genre;What is an album from the metalcore genre
http://dbpedia.org/ontology/genre;what genre is the album ella sings gershwin?
http://dbpedia.org/ontology/isPartOf;what county is  balatonkeresztur in
http://dbpedia.org/ontology/artist;Name an album that sara groves released
http://xmlns.com/foaf/0.1/gender;what is michel talagrand's gender
http://dbpedia.org/ontology/genre;what types of gmae is amazing island
http://dbpedia.org/ontology/country;where is the location of appalachian school of law?
http://dbpedia.org/ontology/isPartOf;what is a city found in grant county
http://xmlns.com/foaf/0.1/gender;what is the gender of http://www.scrabblefinder.com/contains/ae/
http://dbpedia.org/ontology/birthPlace;Where was andriy semenov born?
http://dbpedia.org/ontology/genre;of which genre can no limits! be found under
http://dbpedia.org/ontology/developer;Who developed the game gun-nac
http://dbpedia.org/ontology/genre;What kind of music does ricky nelson record?
http://dbpedia.org/ontology/birthPlace;Which person was born in manhattan?
http://purl.org/linguistics/gold/hypernym;what is imm shopping mall
http://dbpedia.org/ontology/nationality;of what nationality is joyce ziske
http://dbpedia.org/ontology/genre;What type of video game is crystalis
http://dbpedia.org/ontology/writer;what film was charlotte bronte the writer for
http://dbpedia.org/ontology/writer;What film did buster keaton write?
http://dbpedia.org/ontology/recordLabel;which musician recorded dirtnap records
http://dbpedia.org/ontology/birthPlace;which famous person was born in armenia
http://dbpedia.org/ontology/position;What position did alain gouamene used to play?
http://dbpedia.org/ontology/genre;What is the genre of music that is made by coheed and cambria
http://dbpedia.org/ontology/genre;What sort of music is howard e. scott known for
http://dbpedia.org/ontology/writer;what was composed by timbaland
http://dbpedia.org/ontology/genre;what genre of music does the album world tour 1980 belong to?
http://dbpedia.org/ontology/country;what is a city in italy
http://purl.org/linguistics/gold/hypernym;Name a song
http://dbpedia.org/ontology/country;where in china is man in charge from
http://dbpedia.org/ontology/artist;what are albums by dweezil zappa
http://dbpedia.org/ontology/literaryGenre;what is a book in the science fiction literary genre
http://dbpedia.org/ontology/birthPlace;where was barbara knox born
http://dbpedia.org/ontology/cinematography;who was in beneath the valley of the ultra-vixens
http://dbpedia.org/ontology/deathPlace;where did petter adolf karsten die
http://dbpedia.org/ontology/isPartOf;What is the name of a city located in alameda county, california
http://dbpedia.org/ontology/creator;Who created the fictional character moonstone
http://purl.org/linguistics/gold/hypernym;who is a professional writer
http://dbpedia.org/ontology/position;what football position is roland gerber
http://purl.org/linguistics/gold/hypernym;what is reach out
http://dbpedia.org/ontology/genre;What genre of music is the album the best of nik kershaw in?
http://purl.org/linguistics/gold/hypernym;What is john dickson known for?
http://dbpedia.org/ontology/place;whats an event that occurred in  lugoj
http://dbpedia.org/ontology/writer;who created the story for the movie downfall (film)
http://dbpedia.org/ontology/artist;what's the name of a remixed ne-yo song
http://dbpedia.org/ontology/author;What is a book written by georgette heyer?
http://dbpedia.org/ontology/locatedInArea;Where is benjamin franklin bridge located?
http://dbpedia.org/ontology/birthPlace;who was born in brooklyn
http://dbpedia.org/ontology/writer;who wrote strangers with candy
http://dbpedia.org/ontology/genre;what is the genre of the album half gentlemen/not beasts
http://dbpedia.org/ontology/isPartOf;where is clemenceau located
http://dbpedia.org/ontology/genre;Which artist are considered bubblegum pop
http://purl.org/linguistics/gold/hypernym;what release type is the album an old-fashioned christmas
http://dbpedia.org/ontology/genre;what type of genre was live in pittsburgh 1970
http://dbpedia.org/ontology/recordLabel;which record label is z-ro signed with?
http://dbpedia.org/ontology/genre;What's an example of a experimental music artist
http://dbpedia.org/ontology/hometown;Where is chirinuruwowaka from
http://dbpedia.org/ontology/country;what mountain is located in samoa?
http://dbpedia.org/ontology/position;who is a pitcher?
http://dbpedia.org/ontology/genre;which music genre is rainbow
http://dbpedia.org/ontology/birthPlace;what is rob pilatus's european origin?
http://dbpedia.org/ontology/country;what is the nationality of gina li
http://dbpedia.org/ontology/birthPlace;Where was coti sorokin born
http://dbpedia.org/ontology/author;who is the author of the dogs of riga
http://xmlns.com/foaf/0.1/gender;what genre is nora tschirner
http://dbpedia.org/ontology/genre;Who is a contemporary r&b British singer-songwriter?
http://dbpedia.org/ontology/birthPlace;Name someone who was born in merton (historic parish)
http://dbpedia.org/ontology/language;which language was don't go near the water originally written in
http://dbpedia.org/ontology/language;what language is danger on vampire trail originally in?
http://dbpedia.org/ontology/isPartOf;which county is aurora located in
http://dbpedia.org/ontology/genre;what kind of music is on punk goes pop 3?
http://dbpedia.org/ontology/programmeFormat;what kind of music does kvma-fm play
http://purl.org/linguistics/gold/hypernym;what is an album by fleetwood mac
http://dbpedia.org/ontology/distributor;which ben stiller film did universal studios produce
http://dbpedia.org/ontology/genre;what is a musician that plays indie pop
http://dbpedia.org/ontology/position;who was a Major League Baseball pitcher?
http://purl.org/linguistics/gold/hypernym;What was james heathman's profession?
http://dbpedia.org/ontology/language;what is the title of a 1920 silent film western film
http://dbpedia.org/ontology/country;what country is the face at the window from
http://dbpedia.org/ontology/author;which book did august derleth write
http://dbpedia.org/ontology/literaryGenre;is incubus dreams a fiction or nonfiction book
http://dbpedia.org/ontology/artist;what albums are by tom rush?
http://dbpedia.org/ontology/birthPlace;Who is someone who was born in mashhad?
http://dbpedia.org/ontology/artist;which songs did dr. dre produce?
http://dbpedia.org/ontology/genre;what is show me the money about
http://dbpedia.org/ontology/region;Where is gomal river located?
http://xmlns.com/foaf/0.1/gender;is leslie irvin male or female
http://dbpedia.org/ontology/recordLabel;what record label is billy cobham signed to
http://dbpedia.org/ontology/genre;what genre of music does essex chanel fall under
http://dbpedia.org/ontology/isPartOf;what is a location in mexico?
http://dbpedia.org/ontology/artist;what song is by tiffany evans
http://purl.org/linguistics/gold/hypernym;what kind of tv show is silverhawks
http://dbpedia.org/ontology/birthPlace;where was corinna harney's place of birth
http://dbpedia.org/ontology/birthPlace;where was frank heinemann born
http://dbpedia.org/ontology/influencedBy;Who was thomas henry huxley influenced by
http://dbpedia.org/ontology/cinematography;Which film does armando nannuzzi do the cinematography for
http://dbpedia.org/ontology/genre;Name a cvg racing game
http://dbpedia.org/ontology/country;what country is merseburg in?
http://dbpedia.org/ontology/writer;who wrote absolute justice
http://dbpedia.org/ontology/instrument;who knows how to play the guitar?
http://dbpedia.org/ontology/genre;which musician plays hardcore punk
http://dbpedia.org/ontology/birthPlace;which actress was born in saint petersburg?
http://dbpedia.org/ontology/industry;Which industry does euronet worldwide, inc. operate in
http://dbpedia.org/ontology/artist;what songs are by trans am (band)?
http://dbpedia.org/ontology/isPartOf;Where in california is maxwell park located?
http://dbpedia.org/ontology/isPartOf;What is a city in shannan prefecture
http://dbpedia.org/ontology/genre;what kind of music is on the album t?
http://purl.org/linguistics/gold/hypernym;what is a composition song
http://dbpedia.org/ontology/occupation;name a person who works as a professional production designer.
http://dbpedia.org/ontology/language;what language is spoken by white south african
http://dbpedia.org/ontology/birthPlace;where did khalid bin ahmed al khalifa's life begin
http://dbpedia.org/ontology/genre;what kind of music does patrick monahan make
http://dbpedia.org/ontology/position;what position in football does andrew kline play?
http://purl.org/linguistics/gold/hypernym;What is the release type of l.a. (light album)
http://dbpedia.org/ontology/position;what is a position that rod myers played
http://dbpedia.org/ontology/position;what position has duane bickett played in american football?
http://dbpedia.org/ontology/genre;what kind of game is xpand rally
http://dbpedia.org/ontology/birthPlace;where was alan bond born?
http://purl.org/linguistics/gold/hypernym;What kind of athlete is tom phoebus?
http://dbpedia.org/ontology/deathPlace;Agoston trefort died in what country?
http://xmlns.com/foaf/0.1/gender;What gender is mirai yamamoto?
http://dbpedia.org/ontology/recordLabel;what label is tata young with?
http://dbpedia.org/ontology/literaryGenre;WHat's an example of a fantasy book
http://dbpedia.org/ontology/country;Where is the burning river located
http://dbpedia.org/ontology/artist;What is an album written by martha argerich?
http://dbpedia.org/ontology/series;Which tv series is the dundies an episode from
http://dbpedia.org/ontology/genre;what genre can this is where it ends be
http://dbpedia.org/ontology/genre;what type of music does tim rose make
http://purl.org/linguistics/gold/hypernym;What genre of book is oracle night?
http://dbpedia.org/ontology/artist;What's an album released by country teasers
http://dbpedia.org/ontology/genre;Name a acid rock album
http://dbpedia.org/ontology/country;What country was a screaming man shot in
http://dbpedia.org/ontology/hometown;which country is sam simon from
http://dbpedia.org/ontology/birthPlace;Where was rick sanchez born?
http://dbpedia.org/ontology/city;which country is hebei normal university located in
http://dbpedia.org/ontology/genre;Name a tv program on Telenovela.
http://dbpedia.org/ontology/place;where did the aragonese crusade take place
http://purl.org/linguistics/gold/hypernym;What does denise di novi do for a living
http://purl.org/linguistics/gold/hypernym;what is ben froelich known for being
http://dbpedia.org/ontology/country;where is el condor pasa from
http://dbpedia.org/ontology/genre;what is an alternative rock artist?
http://dbpedia.org/ontology/birthPlace;what city in ny was david margulies born
http://dbpedia.org/ontology/deathPlace;where was lavr kornilov deceased in
http://dbpedia.org/ontology/birthPlace;Which city was grace huang born in
http://dbpedia.org/ontology/recordLabel;What label is ollie & jerry signed to
http://dbpedia.org/ontology/country;What's a college within london
http://dbpedia.org/ontology/genre;what game is has a construction and management simulation
http://dbpedia.org/ontology/recordLabel;What label is ric sanders signed to?
http://dbpedia.org/ontology/series;What series is monster hunter frontier online from
http://dbpedia.org/ontology/country;where is provins located
http://dbpedia.org/ontology/birthPlace;who's a person from boston
http://dbpedia.org/ontology/artist;What is the name of an album by tony bennett
http://dbpedia.org/ontology/genre;what kinds of music is played by mt. helium
http://dbpedia.org/ontology/type;what type of mountain is the romeral
http://dbpedia.org/ontology/artist;what are songs by philip oakey?
http://xmlns.com/foaf/0.1/gender;what is the sex of yekaterina samutsevich?
http://dbpedia.org/ontology/hometown;where is  ty herndon from
http://purl.org/linguistics/gold/hypernym;what kind of program is passport to europe
http://purl.org/linguistics/gold/hypernym;What is Ali Smith known for?
http://purl.org/linguistics/gold/hypernym;what's the name of an asteroid
http://dbpedia.org/ontology/genre;what types of music is played by aki yashiro
http://dbpedia.org/ontology/genre;what subject is by the artist weallhavehooksforhands?
http://dbpedia.org/ontology/genre;What type of musical style is the band broadcast in?
http://dbpedia.org/ontology/genre;What kind of rock does hlah play
http://dbpedia.org/ontology/isPartOf;which parks are located in detroit?
http://dbpedia.org/ontology/birthPlace;where is the birthplace of paqui
http://dbpedia.org/ontology/type;what kind of institution is allegheny college
http://dbpedia.org/ontology/literaryGenre;what is the name of a suspense book
http://dbpedia.org/ontology/genre;which adventure film was broadcasted in canada?
http://dbpedia.org/ontology/artist;what is the name of savage garden's mini compilation album
http://dbpedia.org/ontology/literaryGenre;What is one of R.L. Stine's horror books?
http://purl.org/linguistics/gold/hypernym;What is an example of an asteroid
http://dbpedia.org/ontology/hometown;where is the techno artist marusha from?
http://dbpedia.org/ontology/isPartOf;What is the name of a community in vigo county?
http://dbpedia.org/ontology/isPartOf;Name a township in pine county.
http://dbpedia.org/ontology/artist;WHat's an album from boards of canada
http://dbpedia.org/ontology/literaryGenre;what type of book is the the darkest evening of the year
http://purl.org/linguistics/gold/hypernym;Who is a professional businessman
http://dbpedia.org/ontology/author;which book was written by ben bova
http://dbpedia.org/ontology/genre;what kind of genre does gino vannelli perform
http://purl.org/linguistics/gold/hypernym;What is tommaso padoa-schioppa's profession?
http://dbpedia.org/ontology/birthPlace;which country is ettore puricelli from
http://dbpedia.org/ontology/country;what country is caresana, piedmont found in?
